"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"5978","JOUR","The bio-economic effects of artificial reefs: mixed evidence from Shandong, China","7129","ICES Journal of Marine Science","2239","2248","2017","","","defaultdict(<class 'list'>, {'U1': ['7129']})","Sun, P.; Liu, X.; Tang, Y.; Cheng, W.; Sun, R.; Wang, X.; Wan, R.; Heino, M.","74","https://academic.oup.com/icesjms/article/74/8/2239/3852234","8","1054-3139, 1095-9289",""
"5979","JOUR","The capacity of benthos release panels to reduce the impacts of beam trawls on benthic communities.","7169","Fisheries Research","73","85","2005","","","defaultdict(<class 'list'>, {'U1': ['7169']})","Revill, A.S.; Jennings, S.","73","https://www.sciencedirect.com/science/article/abs/pii/S0165783605001451","","",""
"5980","RPRT","The biodiversity of three traditional orchards within the Wyre Forest SSSI in Worcestershire: a survey by the Wyre Forest Study Group (ENRR707)","7280","English Nature Research Report","","","2006","","","defaultdict(<class 'list'>, {'U1': ['7280']})","Smart, M.J.; Winnall, R.A.","","","","Report No. ENRR707","Natural England"
"5981","RPRT","The conservation management of arable field margins (ENS18)","7284","English Nature Research Report","","","1993","","","defaultdict(<class 'list'>, {'U1': ['7284']})","Smith, H.M.; Feber, R.E.; Johnson, P.J.; McCallum, K.; Plesner, J.S.; Younes, M.; Macdonald, D.W.","","http://publications.naturalengland.org.uk/file/2277786http://publications.naturalengland.org.uk/file/2287184http://publications.naturalengland.org.uk/file/2274984http://publications.naturalengland.org.uk/file/2281662http://publications.naturalengland.org.uk/file/2283638All parts available: http://publications.naturalengland.org.uk/publication/2285364?category=9009","","Report No. ENS18","Natural England (English Nature)"
"5982","RPRT","Techniques to enhance the establishment and persistence of poor-performing species in grassland restoration: results from a 4-year experimental study (RP00199)","7289","Final Report for project BD1459","","","2014","","","defaultdict(<class 'list'>, {'U1': ['7289']})","Wagner, M.; Bullock, J.M.; Hulmes, S.; Hulmes, L.; Peyton, J.; Amy, S.; Savage, J.; Dos, S.P.G.; Tallowin, J.R.B.; Dunn, R.M.; Pywell, R.F.","","http://randd.defra.gov.uk/Default.aspx?Menu=Menu&Module=More&Location=None&ProjectID=14696&FromSearch=Y&Publisher=1&SearchText=BD1459&SortString=ProjectCode&SortOrder=Asc&Paging=10#Description","","Report No. RP00199","Natural England"
"5983","JOUR","The carrot or the stick? Evaluation of education and enforcement as management tools for human-wildlife conflicts","7395","PLoS ONE","","","2011","['american black bear']","","defaultdict(<class 'list'>, {'U1': ['7395']})","Baruch-Mordo, S.; Breck, S.W.; Wilson, K.R.; Broderick, J.","6","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0015681","1","1932-6203",""
"5984","JOUR","Temporal trends in use of fauna-friendly underpasses and overpasses","7435","Wildlife Research","103–112","","2008","['eucalypt']","","defaultdict(<class 'list'>, {'U1': ['7435']})","Bond, A.R.; Jones, N.J.","35","http://dx.doi.org/10.1071/WR07027","","",""
"5985","THES","Testing potential repellents for mitigation of vehicle-induced mortality of wild ungulates in Ontario","7466","School of Graduate Studies and Research","","","1999","","Ontario, Canada","defaultdict(<class 'list'>, {'U1': ['7466']})","Castiov, F.","MSc","https://openlibrary.org/books/OL20719615M/Testing_potential_repellents_for_mitigation_of_vehicle_-_induced_mortality_of_wild_ungulates_in_Onta","","","Laurentian University"
"5986","JOUR","The behaviour and survival of rehabilitated hedgehogs (Erinaceus europaeus)","7759","Animal Welfare","53-66","","1993","","","defaultdict(<class 'list'>, {'U1': ['7759']})","Morris, P.A.; Meakin, K.; Sharafi, S.","2","https://www.ingentaconnect.com/content/ufaw/aw/1993/00000002/00000001/art00005","","",""
"5987","JOUR","Testing a molasses-based bait for oral vaccination of white-tailed deer (Odocoileus virginianus) against Mycobacterium bovis","7785","European Journal of Wildlife Research","265-270","","2014","['Bait']","","defaultdict(<class 'list'>, {'U1': ['7785']})","Palmer, M.V.; Stafne, M.R.; Waters, W.R.; Thacker, T.C.; Phillips, G.E.","60","http://dx.doi.org/10.1007/s10344-013-0777-9","2","1612-4642",""
"5988","JOUR","Testing restocking methods for an endangered species: Effects of predator exclusion and vegetation cover on common hamster (Cricetus cricetus) survival and reproduction","7966","Biological Conservation","147-154","","2013","['Electric fences']","","defaultdict(<class 'list'>, {'U1': ['7966']})","Villemey, A.; Besnard, A.; Grandadam, J.; Eidenschenck, J.","158","http://www.sciencedirect.com/science/article/pii/S0006320712003618","","0006-3207",""
"5989","JOUR","The anatomy of a failed offset","8041","Biological Conservation","286-292","","2017","","","defaultdict(<class 'list'>, {'U1': ['8041']})","Lindenmayer, D.B.; Crane, M.; Evans, M.C.; Maron, M.; Gibbons, P.; Bekessy, S.; Blanchard, W.","210","https://doi.org/10.1016/j.biocon.2017.04.022","","",""
"5990","JOUR","Testing fladry as a nonlethal management tool for wolves and coyotes in Michigan","8055","Human Wildlife Interactions","87-94","","2010","","","defaultdict(<class 'list'>, {'U1': ['8055']})","Davidson-Nelson, S.J.; Gehring, T.M.","4","https://digitalcommons.usu.edu/hwi/vol4/iss1/11/","","",""
"5991","JOUR","The breeding and re-establishment of the brush-tailed bettong, Bettongia penicillata, in South Australia","8059","Australian Wildlife Research","387-396","","1986","","","defaultdict(<class 'list'>, {'U1': ['8059']})","Delroy, L.B.; Earl, J.; Radbone, I.; Robinson, A.C.; Hewett, M.","13","","","",""
"5992","JOUR","Testing for top-down control: can post-disturbance fisheries closures reverse algal dominance?","8274","Aquatic Ecology","658","675","2011","['marine protected areas, fishing, ecosystem approach, No-take reserve, resilience, sea urchins']","","defaultdict(<class 'list'>, {'U1': ['8274']})","McClanahan, T.R.; Muthiga, N.A.; Coleman, R.A.","21","https://doi.org/10.1002/aqc.1225","7","1052-7613",""
"5993","JOUR","The Cap Roux MPA (Saint-Raphaël, French Mediterranean): changes in fish assemblages within four years of protection","8288","ICES Journal of Marine Science","180","187","2009","['no-take reserve, Marine protected area']","","defaultdict(<class 'list'>, {'U1': ['8288']})","Seytre, C.; Francour, P.","66","https://doi.org/10.1093/icesjms/fsn196","1","1054-3139",""
"5994","JOUR","Tests of artificial light for bycatch reduction in an ocean shrimp (Pandalus jordani) trawl: Strong but opposite effects at the footrope and near the bycatch reduction device","8337","Fisheries Research","60","67","2015","['Rockfish, Bycatch reduction, Artificial light, Eulachon, Fish behavior, Shrimp trawl']","","defaultdict(<class 'list'>, {'U1': ['8337']})","Hannah, R.W.; Lomeli, M.J.M.; Jones, S.A.","170","http://www.sciencedirect.com/science/article/pii/S0165783615001514","","0165-7836",""
"5995","JOUR","Test of 300 and 600mm netting in the forward sections of a Scottish whitefish trawl","8454","Fisheries Research","277","282","2011","['Cod, Selectivity, Catch comparison, Discard reduction, Large mesh trawl, Whitefish fishery']","","defaultdict(<class 'list'>, {'U1': ['8454']})","Kynoch, R.J.; O’Neill, F.G.; Fryer, R.J.","108","http://www.sciencedirect.com/science/article/pii/S0165783610003449","2","0165-7836",""
"5996","JOUR","The AusTED II, an improved trawl efficiency device 2. Commercial performance","8563","Fisheries Research","29","41","1999","['Bycatch reduction device, Prawn trawling, AusTED II, Fish exclusion, Turtle excluder device']","","defaultdict(<class 'list'>, {'U1': ['8563']})","Robins, J.B.; McGilvray, J.G.","40","http://www.sciencedirect.com/science/article/pii/S0165783698002227","1","0165-7836",""
"5997","JOUR","Testing the effectiveness of an acoustic deterrent device for excluding seals from Atlantic salmon rivers in Scotland","8687","ICES Journal of Marine Science","860","864","2009","","","defaultdict(<class 'list'>, {'U1': ['8687']})","Graham, I.M.; Harris, R.N.; Denny, B.; Fowden, D.; Pullan, D.","66","https://doi.org/10.1093/icesjms/fsp111","","",""
"5998","JOUR","Testing a passive deterrent on longlines to reduce sperm whale depredation in the Gulf of Alaska","8726","ICES Journal of Marine Science","1667","1672","2015","","","defaultdict(<class 'list'>, {'U1': ['8726']})","O'Connell, V.; Straley, J.; Liddle, J.; Wild, L.; Behnken, L.; Falvey, D.; Thode, A.","72","https://academic.oup.com/icesjms/article-pdf/72/5/1667/31226170/fsv014.pdf","","",""
"5999","RPRT","The Banana Pinger Trial: Investigation into the Fishtek Banana Pinger to reduce cetacean bycatch in an inshore set net fishery","8805","","","","2013","","","defaultdict(<class 'list'>, {'U1': ['8805']})","Crosby, A.; Tregenza, N.; Williams, R.","","https://www.ascobans.org/sites/default/files/document/NSG4_Inf_4.3_BananaPinger.pdf","","","Wildlife Trusts"
"6000","JOUR","The conservation requirements of New Zealand's nationally threatened invertebrates.  Dept. of Conservation, Wellington, NZ. (added by: McGuinness C.A","87","","","","2001","['oceanic islands, threatened invertebrates, national database, invertebrate conservation, recovery plan']","","defaultdict(<class 'list'>, {'U1': ['87']})","McGuinness, C.A.","","","","",""
"6001","JOUR","The effect of different fire regimes on plant diversity in southern African grasslands","187","Biological Conservation","489","499","2004","['Aristida junciformis, Cymbopogon excavatus, Tristachya leucothrix, bunch grass, Themeda triandra, Diheteropogon amplectens, prescribed burning, grassland management, fire, prescribed burning,']","","defaultdict(<class 'list'>, {'U1': ['187']})","Uys, R.G.; Bond, W.J.; Everson, T.M.","118","","","",""
"6002","JOUR","The effect of different fire regimes on plant diversity in southern African grasslands","188","Biological Conservation","489","499","2004","['Harpochloa falx, Tristachya leucothrix, bunch grass, Themeda triandra, Koeleria capensis, fire, prescribed burning, montane grassland, grassland management']","","defaultdict(<class 'list'>, {'U1': ['188']})","Uys, R.G.; Bond, W.J.; Everson, T.M.","118","","","",""
"6003","JOUR","The effect of different fire regimes on plant diversity in southern African grasslands","189","Biological Conservation","489","499","2004","['Cymbopogon plurinodis, bunch grass, Themeda triandra, semi-arid grassland, fire regime, prescribed burning, fire, grassland mangement']","","defaultdict(<class 'list'>, {'U1': ['189']})","Uys, R.G.; Bond, W.J.; Everson, T.M.","118","","","",""
"6004","JOUR","The diet of goats, red deer and South American camelids feeding on three contrasting Scottish upland vegetation communities","559","Journal of Applied Ecology","668","686","1997","['diet composition, ruminants, selective feeding, red deer, Cervus elaphus, goat, Capra hircus, guanaco, Lama guanicoe, mat-grass Nardus stricta, heather, Calluna vulgaris, perennial rye-grass, Lolium perenne, large mammal grazing, moorland management']","","defaultdict(<class 'list'>, {'U1': ['559']})","Fraser, M.D.; Gordon, I.J.","34","","","",""
"6005","JOUR","The density of redshank Tringa totanus breeding on the salt-marshes of the Wash in relation to habitat and its grazing management","562","Journal of Applied Ecology","999","1013","1997","['sea couch, Elymus pycnanthus, redshank, Tringa totanus, cattle grazing, livestock, shorebirds, waders, glasswort, Salicornia, Agropyron pungens, sea-blite, Suaeda maritima, aves, bird, callidridae,']","","defaultdict(<class 'list'>, {'U1': ['562']})","Norris, K.; Cook, T.; O’Dowd, B.; Durdin, C.","34","","","",""
"6006","JOUR","The effect of clipping on growth and nutrient uptake of Sahelian annual rangelands","569","Journal of Applied Ecology","387","399","1996","['grazing, herbivory, defoliation, arid grassland, rainfall, nitrogen, phosphorus, savanna, savannah, grassland management, nutrients']","","defaultdict(<class 'list'>, {'U1': ['569']})","Hiernaux, P.; Turner, M.D.","33","","","",""
"6007","JOUR","The effect of an experimental reduction in predation pressure on the breeding success and population density of grey partridges Perdix perdix","578","Journal of Applied Ecology","965","978","1996","['grey partridge, Perdix, farmland birds, gamebird, gamekeeping, game, management, Collingbourne, Miston, red fox, Vulpes, corvids, carrion crow, Corvus corone, magpie, Pica, rook, Corvus frugilegus, jackdaw, Corvus monedula, stoat, Mustela erminea, weasel, Mustela nivalis, feral cat, Felis catus, sparrowhawk, Accipiter nisus, badger, Meles, European hedgehog, Erinaceus europaeus, Aves, phasianidae, predation, predator control']","","defaultdict(<class 'list'>, {'U1': ['578']})","Tapper, S.C.; Potts, G.R.; Brockless, M.H.","33","","","",""
"6008","JOUR","The ecological changes of Breckland grass heaths and the consequences of management","637","Journal of Applied Ecology","402","413","1992","['Breckland, rabbit-grazing, sheep-grazing, disturbance, rabbit Oryctolagus cuniculus, soil rotovation,']","","defaultdict(<class 'list'>, {'U1': ['637']})","Dolman, P.M.; Sutherland, W.J.","29","","","",""
"6009","JOUR","The ecological changes of Breckland grass heaths and the consequences of management","638","Journal of Applied Ecology","402","413","1992","['Breckland, rabbit-grazing, sheep-grazing, disturbance, rabbit Oryctolagus cuniculus, soil rotovation,']","","defaultdict(<class 'list'>, {'U1': ['638']})","Dolman, P.M.; Sutherland, W.J.","29","","","",""
"6010","JOUR","The ecological changes of Breckland grass heaths and the consequences of management","639","Journal of Applied Ecology","402","413","1992","['Breckland, rabbit-grazing, sheep-grazing, disturbance, rabbit Oryctolagus cuniculus, soil rotovation,']","","defaultdict(<class 'list'>, {'U1': ['639']})","Dolman, P.M.; Sutherland, W.J.","29","","","",""
"6011","JOUR","The ecological changes of Breckland grass heaths and the consequences of management","640","Journal of Applied Ecology","402","413","1992","['Breckland, rabbit-grazing, sheep-grazing, disturbance, rabbit Oryctolagus cuniculus, soil rotovation,']","","defaultdict(<class 'list'>, {'U1': ['640']})","Dolman, P.M.; Sutherland, W.J.","29","","","",""
"6012","JOUR","The effect of greenways connecting urban parks on avifauna in the winter period","681","Journal of the Japanese Institute of Landscape Architecture","589","591","2005","['wildlife corridors, Aves, bird, hedges, hedgerows, trees, urban parks, bird communities, translation']","","defaultdict(<class 'list'>, {'U1': ['681']})","Morimoto, T.; Katoh, K.","68","","","",""
"6013","JOUR","The ecology and conservation of the heath fritillary butterfly, Mellicta athalia. III. Population dynamics and the effect of habitat management","688","Journal of Applied Ecology","499","513","1987","['heath fritillary, butterfly, Mellicta athalia, lepidoptera, coppicing,']","","defaultdict(<class 'list'>, {'U1': ['688']})","Warren, M.S.","24","","","",""
